Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,Weekday Name,Revenue Per Unit,Gender Code,High Value,Customer Age Group,Season ,Quarter,Year-Month,,,,,,,Sales Performance,
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,2023,April,20,Thursday,500,1,Yes,31-45,Summer,2,2023-04,,,,,,,,
573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,2023,September,19,Tuesday,30,1,No,46+,Monsoon,3,2023-09,,,,,,,,
574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,2023,August,31,Thursday,25,0,No,46+,Monsoon,3,2023-08,,,,,,,,
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,2023,March,28,Tuesday,50,1,No,46+,Summer,1,2023-03,,,,,,,,
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,2023,December,4,Monday,50,0,No,31-45,Winter,4,2023-12,,,,,,,,
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,2023,February,13,Monday,500,1,Yes,18-30,Winter,1,2023-02,,,,,,,,
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,2023,May,26,Friday,30,0,No,46+,Summer,2,2023-05,,,,,,,,
579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,2023,September,21,Thursday,30,0,No,31-45,Monsoon,3,2023-09,,,,,,,,
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,2023,December,6,Wednesday,500,0,Yes,31-45,Winter,4,2023-12,,,,,,,,
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,2023,November,21,Tuesday,30,0,No,46+,Autumn,4,2023-11,,,,,,,,
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,2023,November,14,Tuesday,300,1,No,31-45,Autumn,4,2023-11,,,,,,,,
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,2023,June,21,Wednesday,25,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,2023,February,17,Friday,50,0,No,18-30,Winter,1,2023-02,,,,,,,,
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,2023,May,1,Monday,25,0,No,18-30,Summer,2,2023-05,,,,,,,,
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,2023,December,11,Monday,50,1,No,46+,Winter,4,2023-12,,,,,,,,
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,2023,June,8,Thursday,300,0,Yes,31-45,Monsoon,2,2023-06,,,,,,,,
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,2023,April,26,Wednesday,30,1,No,31-45,Summer,2,2023-04,,,,,,,,
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,2023,April,12,Wednesday,500,0,No,31-45,Summer,2,2023-04,,,,,,,,
590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,2023,March,17,Friday,300,1,No,31-45,Summer,1,2023-03,,,,,,,,
591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,2023,January,13,Friday,25,1,No,46+,Winter,1,2023-01,,,,,,,,
592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,2023,January,24,Tuesday,500,0,Yes,46+,Winter,1,2023-01,,,,,,,,
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,2023,May,6,Saturday,30,1,No,31-45,Summer,2,2023-05,,,,,,,,
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,2023,September,1,Friday,300,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,2023,November,9,Thursday,500,0,Yes,18-30,Autumn,4,2023-11,,,,,,,,
596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,2023,February,7,Tuesday,300,0,No,46+,Winter,1,2023-02,,,,,,,,
597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,2023,August,22,Tuesday,300,1,Yes,18-30,Monsoon,3,2023-08,,,,,,,,
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,2023,August,1,Tuesday,30,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,2023,November,19,Sunday,50,0,No,18-30,Autumn,4,2023-11,,,,,,,,
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,2023,October,22,Sunday,500,0,No,46+,Autumn,4,2023-10,,,,,,,,
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,2023,April,10,Monday,30,1,No,18-30,Summer,2,2023-04,,,,,,,,
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,2023,December,23,Saturday,300,0,No,18-30,Winter,4,2023-12,,,,,,,,
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,2023,July,16,Sunday,30,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,2023,September,11,Monday,50,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,2023,July,24,Monday,500,1,No,31-45,Monsoon,3,2023-07,,,,,,,,
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,2023,May,5,Friday,50,1,No,18-30,Summer,2,2023-05,,,,,,,,
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,2023,March,17,Friday,25,1,No,46+,Summer,1,2023-03,,,,,,,,
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,2023,December,2,Saturday,500,0,Yes,46+,Winter,4,2023-12,,,,,,,,
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,2023,December,19,Tuesday,50,0,No,46+,Winter,4,2023-12,,,,,,,,
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,2023,January,3,Tuesday,300,0,No,18-30,Winter,1,2023-01,,,,,,,,
611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,2023,February,24,Friday,500,1,Yes,46+,Winter,1,2023-02,,,,,,,,
612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,2023,August,6,Sunday,500,0,No,46+,Monsoon,3,2023-08,,,,,,,,
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,2023,April,23,Sunday,30,0,No,46+,Summer,2,2023-04,,,,,,,,
614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,2023,April,1,Saturday,300,0,Yes,31-45,Summer,2,2023-04,,,,,,,,
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,2023,December,23,Saturday,25,0,No,46+,Winter,4,2023-12,,,,,,,,
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,2023,September,23,Saturday,50,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,2023,August,26,Saturday,30,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,2023,January,26,Thursday,50,0,No,18-30,Winter,1,2023-01,,,,,,,,
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,2023,October,13,Friday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,2023,May,8,Monday,25,1,No,46+,Summer,2,2023-05,,,,,,,,
621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,2023,March,4,Saturday,500,0,No,31-45,Summer,1,2023-03,,,,,,,,
622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,2023,August,22,Tuesday,25,0,No,46+,Monsoon,3,2023-08,,,,,,,,
623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,2023,March,10,Friday,50,1,No,31-45,Summer,1,2023-03,,,,,,,,
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,2023,August,26,Saturday,300,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,2023,December,8,Friday,300,1,No,31-45,Winter,4,2023-12,,,,,,,,
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,2023,September,29,Friday,500,0,Yes,18-30,Monsoon,3,2023-09,,,,,,,,
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,2023,October,14,Saturday,50,1,No,46+,Autumn,4,2023-10,,,,,,,,
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,2023,November,1,Wednesday,50,0,No,18-30,Autumn,4,2023-11,,,,,,,,
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,2023,June,12,Monday,25,1,No,46+,Monsoon,2,2023-06,,,,,,,,
630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,2023,August,15,Tuesday,50,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,2023,November,10,Friday,30,1,No,46+,Autumn,4,2023-11,,,,,,,,
632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,2023,September,16,Saturday,25,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,2023,August,7,Monday,30,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,2023,October,8,Sunday,500,1,Yes,46+,Autumn,4,2023-10,,,,,,,,
635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,2023,August,17,Thursday,300,0,No,46+,Monsoon,3,2023-08,,,,,,,,
636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,2023,March,23,Thursday,500,0,Yes,18-30,Summer,1,2023-03,,,,,,,,
637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,2023,September,1,Friday,300,1,No,31-45,Monsoon,3,2023-09,,,,,,,,
638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,2023,August,19,Saturday,500,1,No,46+,Monsoon,3,2023-08,,,,,,,,
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,2023,May,13,Saturday,50,0,No,46+,Summer,2,2023-05,,,,,,,,
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,2023,May,7,Sunday,30,0,No,46+,Summer,2,2023-05,,,,,,,,
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,2023,November,23,Thursday,300,0,No,31-45,Autumn,4,2023-11,,,,,,,,
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,2023,May,22,Monday,25,0,No,46+,Summer,2,2023-05,,,,,,,,
643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,2023,September,24,Sunday,30,0,No,18-30,Monsoon,3,2023-09,,,,,,,,
644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,2023,September,6,Wednesday,25,1,No,18-30,Monsoon,3,2023-09,,,,,,,,
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,2023,November,17,Friday,30,0,No,31-45,Autumn,4,2023-11,,,,,,,,
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,2023,May,3,Wednesday,30,1,No,31-45,Summer,2,2023-05,,,,,,,,
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,2023,May,21,Sunday,500,1,Yes,46+,Summer,2,2023-05,,,,,,,,
648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,2023,August,14,Monday,300,1,Yes,46+,Monsoon,3,2023-08,,,,,,,,
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,2023,February,9,Thursday,300,0,No,46+,Winter,1,2023-02,,,,,,,,
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,2024,January,1,Monday,30,1,No,46+,Winter,1,2024-01,,,,,,,,
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,2023,May,27,Saturday,50,1,No,46+,Summer,2,2023-05,,,,,,,,
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,2023,May,1,Monday,50,0,No,31-45,Summer,2,2023-05,,,,,,,,
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,2023,May,20,Saturday,25,1,No,46+,Summer,2,2023-05,,,,,,,,
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,2023,June,21,Wednesday,25,1,No,31-45,Monsoon,2,2023-06,,,,,,,,
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,2023,June,13,Tuesday,500,0,No,46+,Monsoon,2,2023-06,,,,,,,,
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,2023,October,4,Wednesday,30,1,No,18-30,Autumn,4,2023-10,,,,,,,,
657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,2023,February,11,Saturday,25,1,No,31-45,Winter,1,2023-02,,,,,,,,
658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,2023,March,12,Sunday,25,1,No,46+,Summer,1,2023-03,,,,,,,,
659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,2023,March,19,Sunday,30,0,No,31-45,Summer,1,2023-03,,,,,,,,
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,2023,April,29,Saturday,500,0,No,31-45,Summer,2,2023-04,,,,,,,,
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,2023,July,16,Sunday,25,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,2023,December,22,Friday,500,1,No,46+,Winter,4,2023-12,,,,,,,,
663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,2023,March,20,Monday,300,1,Yes,18-30,Summer,1,2023-03,,,,,,,,
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,2023,December,28,Thursday,500,0,Yes,31-45,Winter,4,2023-12,,,,,,,,
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,2023,April,20,Thursday,50,1,No,46+,Summer,2,2023-04,,,,,,,,
666,02-02-2023,CUST666,Male,51,Electronics,3,50,150,2023,February,2,Thursday,50,1,No,46+,Winter,1,2023-02,,,,,,,,
667,01-08-2023,CUST667,Female,29,Electronics,1,500,500,2023,August,1,Tuesday,500,0,No,18-30,Monsoon,3,2023-08,,,,,,,,
668,28-07-2023,CUST668,Female,62,Electronics,3,50,150,2023,July,28,Friday,50,0,No,46+,Monsoon,3,2023-07,,,,,,,,
669,19-06-2023,CUST669,Male,24,Beauty,4,300,1200,2023,June,19,Monday,300,1,Yes,18-30,Monsoon,2,2023-06,,,,,,,,
670,05-10-2023,CUST670,Male,27,Beauty,1,30,30,2023,October,5,Thursday,30,1,No,18-30,Autumn,4,2023-10,,,,,,,,
671,27-08-2023,CUST671,Male,62,Electronics,3,50,150,2023,August,27,Sunday,50,1,No,46+,Monsoon,3,2023-08,,,,,,,,
672,01-08-2023,CUST672,Female,34,Beauty,2,50,100,2023,August,1,Tuesday,50,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
673,01-02-2023,CUST673,Female,43,Clothing,3,500,1500,2023,February,1,Wednesday,500,0,Yes,31-45,Winter,1,2023-02,,,,,,,,
674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,2023,April,16,Sunday,300,0,No,31-45,Summer,2,2023-04,,,,,,,,
675,04-08-2023,CUST675,Female,45,Clothing,2,30,60,2023,August,4,Friday,30,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
676,19-07-2023,CUST676,Male,63,Electronics,3,500,1500,2023,July,19,Wednesday,500,1,Yes,46+,Monsoon,3,2023-07,,,,,,,,
677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,2023,October,27,Friday,500,0,Yes,18-30,Autumn,4,2023-10,,,,,,,,
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,2023,December,23,Saturday,300,0,No,46+,Winter,4,2023-12,,,,,,,,
679,11-01-2023,CUST679,Female,18,Beauty,3,30,90,2023,January,11,Wednesday,30,0,No,18-30,Winter,1,2023-01,,,,,,,,
680,22-10-2023,CUST680,Female,53,Clothing,3,300,900,2023,October,22,Sunday,300,0,No,46+,Autumn,4,2023-10,,,,,,,,
681,14-07-2023,CUST681,Female,43,Electronics,2,30,60,2023,July,14,Friday,30,0,No,31-45,Monsoon,3,2023-07,,,,,,,,
682,02-09-2023,CUST682,Male,46,Beauty,4,300,1200,2023,September,2,Saturday,300,1,Yes,46+,Monsoon,3,2023-09,,,,,,,,
683,04-01-2023,CUST683,Male,38,Beauty,2,500,1000,2023,January,4,Wednesday,500,1,No,31-45,Winter,1,2023-01,,,,,,,,
684,30-06-2023,CUST684,Female,28,Clothing,2,500,1000,2023,June,30,Friday,500,0,No,18-30,Monsoon,2,2023-06,,,,,,,,
685,02-06-2023,CUST685,Male,57,Electronics,2,25,50,2023,June,2,Friday,25,1,No,46+,Monsoon,2,2023-06,,,,,,,,
686,19-07-2023,CUST686,Female,28,Electronics,4,50,200,2023,July,19,Wednesday,50,0,No,18-30,Monsoon,3,2023-07,,,,,,,,
687,03-08-2023,CUST687,Female,53,Electronics,1,300,300,2023,August,3,Thursday,300,0,No,46+,Monsoon,3,2023-08,,,,,,,,
688,03-10-2023,CUST688,Male,56,Clothing,4,25,100,2023,October,3,Tuesday,25,1,No,46+,Autumn,4,2023-10,,,,,,,,
689,07-10-2023,CUST689,Male,57,Electronics,2,50,100,2023,October,7,Saturday,50,1,No,46+,Autumn,4,2023-10,,,,,,,,
690,05-11-2023,CUST690,Female,52,Clothing,3,300,900,2023,November,5,Sunday,300,0,No,46+,Autumn,4,2023-11,,,,,,,,
691,23-04-2023,CUST691,Female,51,Clothing,3,30,90,2023,April,23,Sunday,30,0,No,46+,Summer,2,2023-04,,,,,,,,
692,07-09-2023,CUST692,Female,64,Clothing,2,50,100,2023,September,7,Thursday,50,0,No,46+,Monsoon,3,2023-09,,,,,,,,
693,23-04-2023,CUST693,Male,41,Beauty,3,500,1500,2023,April,23,Sunday,500,1,Yes,31-45,Summer,2,2023-04,,,,,,,,
694,20-05-2023,CUST694,Female,39,Electronics,2,25,50,2023,May,20,Saturday,25,0,No,31-45,Summer,2,2023-05,,,,,,,,
695,12-08-2023,CUST695,Female,22,Electronics,3,50,150,2023,August,12,Saturday,50,0,No,18-30,Monsoon,3,2023-08,,,,,,,,
696,06-09-2023,CUST696,Female,50,Clothing,4,50,200,2023,September,6,Wednesday,50,0,No,46+,Monsoon,3,2023-09,,,,,,,,
697,15-01-2023,CUST697,Male,53,Clothing,1,500,500,2023,January,15,Sunday,500,1,No,46+,Winter,1,2023-01,,,,,,,,
698,19-07-2023,CUST698,Female,64,Electronics,1,300,300,2023,July,19,Wednesday,300,0,No,46+,Monsoon,3,2023-07,,,,,,,,
699,22-06-2023,CUST699,Female,37,Clothing,4,30,120,2023,June,22,Thursday,30,0,No,31-45,Monsoon,2,2023-06,,,,,,,,
700,09-12-2023,CUST700,Male,36,Electronics,4,500,2000,2023,December,9,Saturday,500,1,Yes,31-45,Winter,4,2023-12,,,,,,,,
701,14-12-2023,CUST701,Female,52,Beauty,2,30,60,2023,December,14,Thursday,30,0,No,46+,Winter,4,2023-12,,,,,,,,
702,27-07-2023,CUST702,Female,60,Clothing,2,300,600,2023,July,27,Thursday,300,0,No,46+,Monsoon,3,2023-07,,,,,,,,
703,26-03-2023,CUST703,Male,34,Electronics,2,50,100,2023,March,26,Sunday,50,1,No,31-45,Summer,1,2023-03,,,,,,,,
704,28-08-2023,CUST704,Female,62,Clothing,3,30,90,2023,August,28,Monday,30,0,No,46+,Monsoon,3,2023-08,,,,,,,,
705,07-03-2023,CUST705,Male,60,Electronics,2,25,50,2023,March,7,Tuesday,25,1,No,46+,Summer,1,2023-03,,,,,,,,
706,15-11-2023,CUST706,Male,51,Electronics,4,25,100,2023,November,15,Wednesday,25,1,No,46+,Autumn,4,2023-11,,,,,,,,
707,01-10-2023,CUST707,Female,26,Clothing,1,500,500,2023,October,1,Sunday,500,0,No,18-30,Autumn,4,2023-10,,,,,,,,
708,14-01-2023,CUST708,Female,43,Beauty,3,300,900,2023,January,14,Saturday,300,0,No,31-45,Winter,1,2023-01,,,,,,,,
709,21-07-2023,CUST709,Female,19,Electronics,2,500,1000,2023,July,21,Friday,500,0,No,18-30,Monsoon,3,2023-07,,,,,,,,
710,31-10-2023,CUST710,Female,26,Electronics,3,500,1500,2023,October,31,Tuesday,500,0,Yes,18-30,Autumn,4,2023-10,,,,,,,,
711,16-10-2023,CUST711,Male,26,Electronics,3,500,1500,2023,October,16,Monday,500,1,Yes,18-30,Autumn,4,2023-10,,,,,,,,
712,06-12-2023,CUST712,Female,57,Beauty,2,25,50,2023,December,6,Wednesday,25,0,No,46+,Winter,4,2023-12,,,,,,,,
713,14-01-2023,CUST713,Male,34,Beauty,3,25,75,2023,January,14,Saturday,25,1,No,31-45,Winter,1,2023-01,,,,,,,,
714,12-02-2023,CUST714,Female,18,Clothing,1,500,500,2023,February,12,Sunday,500,0,No,18-30,Winter,1,2023-02,,,,,,,,
715,26-11-2023,CUST715,Female,42,Beauty,4,25,100,2023,November,26,Sunday,25,0,No,31-45,Autumn,4,2023-11,,,,,,,,
716,08-08-2023,CUST716,Female,60,Clothing,4,300,1200,2023,August,8,Tuesday,300,0,Yes,46+,Monsoon,3,2023-08,,,,,,,,
717,11-03-2023,CUST717,Male,57,Clothing,1,500,500,2023,March,11,Saturday,500,1,No,46+,Summer,1,2023-03,,,,,,,,
718,25-08-2023,CUST718,Female,59,Beauty,3,25,75,2023,August,25,Friday,25,0,No,46+,Monsoon,3,2023-08,,,,,,,,
719,04-04-2023,CUST719,Female,42,Clothing,2,30,60,2023,April,4,Tuesday,30,0,No,31-45,Summer,2,2023-04,,,,,,,,
720,26-01-2023,CUST720,Female,56,Beauty,3,500,1500,2023,January,26,Thursday,500,0,Yes,46+,Winter,1,2023-01,,,,,,,,
721,14-05-2023,CUST721,Female,52,Clothing,1,500,500,2023,May,14,Sunday,500,0,No,46+,Summer,2,2023-05,,,,,,,,
722,14-07-2023,CUST722,Male,20,Beauty,3,300,900,2023,July,14,Friday,300,1,No,18-30,Monsoon,3,2023-07,,,,,,,,
723,17-06-2023,CUST723,Female,54,Beauty,4,50,200,2023,June,17,Saturday,50,0,No,46+,Monsoon,2,2023-06,,,,,,,,
724,19-04-2023,CUST724,Male,61,Clothing,3,50,150,2023,April,19,Wednesday,50,1,No,46+,Summer,2,2023-04,,,,,,,,
725,21-08-2023,CUST725,Male,61,Electronics,1,300,300,2023,August,21,Monday,300,1,No,46+,Monsoon,3,2023-08,,,,,,,,
726,17-06-2023,CUST726,Male,47,Clothing,4,300,1200,2023,June,17,Saturday,300,1,Yes,46+,Monsoon,2,2023-06,,,,,,,,
727,22-06-2023,CUST727,Male,55,Beauty,3,300,900,2023,June,22,Thursday,300,1,No,46+,Monsoon,2,2023-06,,,,,,,,
728,14-07-2023,CUST728,Male,51,Electronics,3,50,150,2023,July,14,Friday,50,1,No,46+,Monsoon,3,2023-07,,,,,,,,
729,23-05-2023,CUST729,Male,29,Clothing,4,300,1200,2023,May,23,Tuesday,300,1,Yes,18-30,Summer,2,2023-05,,,,,,,,
730,04-08-2023,CUST730,Female,36,Clothing,2,25,50,2023,August,4,Friday,25,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
731,10-05-2023,CUST731,Male,54,Clothing,4,500,2000,2023,May,10,Wednesday,500,1,Yes,46+,Summer,2,2023-05,,,,,,,,
732,11-02-2023,CUST732,Male,61,Electronics,2,500,1000,2023,February,11,Saturday,500,1,No,46+,Winter,1,2023-02,,,,,,,,
733,29-08-2023,CUST733,Male,34,Beauty,1,30,30,2023,August,29,Tuesday,30,1,No,31-45,Monsoon,3,2023-08,,,,,,,,
734,10-01-2023,CUST734,Female,27,Clothing,1,30,30,2023,January,10,Tuesday,30,0,No,18-30,Winter,1,2023-01,,,,,,,,
735,04-10-2023,CUST735,Female,64,Clothing,4,500,2000,2023,October,4,Wednesday,500,0,Yes,46+,Autumn,4,2023-10,,,,,,,,
736,27-01-2023,CUST736,Male,29,Clothing,4,25,100,2023,January,27,Friday,25,1,No,18-30,Winter,1,2023-01,,,,,,,,
737,29-06-2023,CUST737,Female,33,Clothing,1,50,50,2023,June,29,Thursday,50,0,No,31-45,Monsoon,2,2023-06,,,,,,,,
738,25-04-2023,CUST738,Male,41,Clothing,2,50,100,2023,April,25,Tuesday,50,1,No,31-45,Summer,2,2023-04,,,,,,,,
739,29-11-2023,CUST739,Male,36,Beauty,1,25,25,2023,November,29,Wednesday,25,1,No,31-45,Autumn,4,2023-11,,,,,,,,
740,05-02-2023,CUST740,Female,25,Beauty,4,50,200,2023,February,5,Sunday,50,0,No,18-30,Winter,1,2023-02,,,,,,,,
741,30-11-2023,CUST741,Male,48,Clothing,1,300,300,2023,November,30,Thursday,300,1,No,46+,Autumn,4,2023-11,,,,,,,,
742,21-01-2023,CUST742,Female,38,Electronics,4,500,2000,2023,January,21,Saturday,500,0,Yes,31-45,Winter,1,2023-01,,,,,,,,
743,16-01-2023,CUST743,Female,34,Beauty,4,500,2000,2023,January,16,Monday,500,0,Yes,31-45,Winter,1,2023-01,,,,,,,,
744,07-05-2023,CUST744,Male,40,Electronics,1,25,25,2023,May,7,Sunday,25,1,No,31-45,Summer,2,2023-05,,,,,,,,
745,13-04-2023,CUST745,Male,54,Beauty,2,50,100,2023,April,13,Thursday,50,1,No,46+,Summer,2,2023-04,,,,,,,,
746,11-01-2023,CUST746,Female,33,Clothing,3,30,90,2023,January,11,Wednesday,30,0,No,31-45,Winter,1,2023-01,,,,,,,,
747,15-11-2023,CUST747,Male,23,Beauty,1,30,30,2023,November,15,Wednesday,30,1,No,18-30,Autumn,4,2023-11,,,,,,,,
748,20-03-2023,CUST748,Male,25,Clothing,3,50,150,2023,March,20,Monday,50,1,No,18-30,Summer,1,2023-03,,,,,,,,
749,03-05-2023,CUST749,Male,42,Beauty,1,30,30,2023,May,3,Wednesday,30,1,No,31-45,Summer,2,2023-05,,,,,,,,
750,06-03-2023,CUST750,Female,35,Clothing,3,25,75,2023,March,6,Monday,25,0,No,31-45,Summer,1,2023-03,,,,,,,,
751,31-08-2023,CUST751,Female,42,Clothing,2,25,50,2023,August,31,Thursday,25,0,No,31-45,Monsoon,3,2023-08,,,,,,,,
752,09-12-2023,CUST752,Male,29,Clothing,2,50,100,2023,December,9,Saturday,50,1,No,18-30,Winter,4,2023-12,,,,,,,,
753,28-02-2023,CUST753,Female,32,Clothing,1,30,30,2023,February,28,Tuesday,30,0,No,31-45,Winter,1,2023-02,,,,,,,,
754,16-10-2023,CUST754,Female,43,Electronics,4,25,100,2023,October,16,Monday,25,0,No,31-45,Autumn,4,2023-10,,,,,,,,
755,22-04-2023,CUST755,Female,58,Clothing,3,25,75,2023,April,22,Saturday,25,0,No,46+,Summer,2,2023-04,,,,,,,,
756,27-08-2023,CUST756,Female,62,Electronics,4,300,1200,2023,August,27,Sunday,300,0,Yes,46+,Monsoon,3,2023-08,,,,,,,,
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,2023,December,25,Monday,300,0,Yes,31-45,Winter,4,2023-12,,,,,,,,
758,12-05-2023,CUST758,Male,64,Clothing,4,25,100,2023,May,12,Friday,25,1,No,46+,Summer,2,2023-05,,,,,,,,
759,08-07-2023,CUST759,Male,49,Electronics,2,50,100,2023,July,8,Saturday,50,1,No,46+,Monsoon,3,2023-07,,,,,,,,
760,27-03-2023,CUST760,Male,27,Beauty,1,500,500,2023,March,27,Monday,500,1,No,18-30,Summer,1,2023-03,,,,,,,,
761,07-11-2023,CUST761,Female,33,Clothing,1,500,500,2023,November,7,Tuesday,500,0,No,31-45,Autumn,4,2023-11,,,,,,,,
762,07-11-2023,CUST762,Female,24,Electronics,2,25,50,2023,November,7,Tuesday,25,0,No,18-30,Autumn,4,2023-11,,,,,,,,
763,28-02-2023,CUST763,Male,34,Clothing,2,25,50,2023,February,28,Tuesday,25,1,No,31-45,Winter,1,2023-02,,,,,,,,
